Customer,State,Customer_Lifetime_Value,Response,Coverage,Education,Effective_To_Date,EmploymentStatus,Gender,Income,Location_Code,Marital_Status,Monthly_Premium_Auto,Months_Since_Last_Claim,Months_Since_Policy_Inception,Number_of_Open_Complaints,Number_of_Policies,Policy_Type,Policy,Renew_Offer_Type,Sales_Channel,Total_Claim_Amount,Vehicle_Class,Vehicle_Size
GI30974,Oregon,2337,No,Basic,Bachelor,2/13/11,Unemployed,M,0,Suburban,Single,65,31,52,0,1,Corporate Auto,Corporate L3,Offer2,Agent,468.0,Four-Door Car,Small
NM51858,Oregon,4668,No,Basic,High School or Below,1/16/11,Employed,M,53252,Suburban,Married,117,1,76,0,1,Personal Auto,Personal L3,Offer2,Web,561.6,SUV,Medsize
ZL37444,California,10972,Yes,Extended,Doctor,1/18/11,Employed,M,24164,Suburban,Divorced,137,2,40,0,5,Personal Auto,Personal L3,Offer2,Agent,657.6,Sports Car,Medsize
CI60365,California,34611,Yes,Basic,High School or Below,1/14/11,Employed,F,20090,Suburban,Married,109,10,59,0,2,Special Auto,Special L3,Offer2,Agent,523.2,Sports Car,Medsize
IX45386,Arizona,2479,No,Basic,College,1/30/11,Employed,M,81721,Rural,Single,63,11,5,0,1,Personal Auto,Personal L2,Offer2,Web,133.90029,Four-Door Car,Large
ZO29478,Washington,26197,Yes,Basic,High School or Below,1/15/11,Disabled,F,18495,Suburban,Married,113,10,15,0,2,Personal Auto,Personal L2,Offer1,Branch,542.4,SUV,Large
NG34818,California,6282,No,Extended,Bachelor,2001-11-11,Employed,M,42314,Rural,Married,80,23,78,0,3,Personal Auto,Personal L3,Offer3,Web,56.39419,Four-Door Car,Small
EE95568,California,10954,No,Extended,Bachelor,2002-09-11,Employed,F,89892,Urban,Single,135,9,6,0,9,Personal Auto,Personal L3,Offer1,Call Center,526.248798,SUV,Medsize
LM84166,California,3164,No,Extended,Bachelor,1/29/11,Unemployed,M,0,Suburban,Single,92,33,41,1,1,Personal Auto,Personal L1,Offer1,Agent,662.4,Two-Door Car,Medsize
RO32883,Oregon,7805,No,Premium,Bachelor,1/20/11,Unemployed,F,0,Rural,Married,117,18,84,4,8,Personal Auto,Personal L3,Offer1,Branch,91.055318,Four-Door Car,Medsize
OI68331,California,5207,No,Basic,Doctor,2001-06-11,Employed,F,21576,Suburban,Married,65,27,16,0,3,Personal Auto,Personal L3,Offer4,Web,312.0,Four-Door Car,Medsize
PW95813,Oregon,2886,Yes,Extended,High School or Below,1/20/11,Retired,F,10312,Suburban,Married,78,10,63,0,1,Personal Auto,Personal L1,Offer2,Agent,486.278557,Four-Door Car,Large
LM50087,Arizona,2484,No,Basic,College,2/28/11,Employed,F,50632,Rural,Married,62,26,42,0,1,Corporate Auto,Corporate L2,Offer3,Agent,54.961039,Two-Door Car,Medsize
JD82896,California,4896,No,Extended,High School or Below,2002-04-11,Unemployed,F,0,Suburban,Single,139,5,29,0,1,Personal Auto,Personal L2,Offer2,Branch,1000.8,SUV,Medsize
KA62636,Oregon,4928,No,Basic,High School or Below,1/26/11,Employed,M,97917,Urban,Single,67,14,32,5,3,Personal Auto,Personal L2,Offer4,Agent,279.184512,Two-Door Car,Medsize
VG85511,Arizona,8760,No,Basic,College,2001-05-11,Medical Leave,M,28280,Suburban,Married,116,7,55,0,9,Personal Auto,Personal L3,Offer2,Web,556.8,Sports Car,Medsize
GT18023,California,11282,No,Extended,High School or Below,2/15/11,Employed,F,86195,Urban,Married,139,12,10,0,3,Special Auto,Special L2,Offer1,Agent,601.667902,SUV,Medsize
VI35467,Nevada,4316,No,Basic,Master,1/25/11,Employed,F,89797,Rural,Married,106,19,8,0,1,Personal Auto,Personal L3,Offer2,Web,70.958361,SUV,Small
LF75926,Arizona,4492,No,Basic,College,1/23/11,Unemployed,M,0,Suburban,Married,63,16,5,0,5,Personal Auto,Personal L3,Offer2,Agent,302.4,Four-Door Car,Medsize
SS13550,Nevada,6745,No,Basic,High School or Below,2002-04-11,Unemployed,M,0,Suburban,Single,192,1,27,0,1,Personal Auto,Personal L3,Offer2,Call Center,1921.248929,Luxury SUV,Large
AA34092,California,28800,No,Extended,College,2002-11-11,Employed,M,33635,Suburban,Married,240,1,23,0,2,Personal Auto,Personal L3,Offer1,Web,1152.0,Luxury SUV,Medsize
GQ15708,Oregon,14503,No,Basic,Bachelor,1/31/11,Medical Leave,M,29790,Suburban,Married,194,25,49,0,3,Personal Auto,Personal L2,Offer1,Agent,931.2,Luxury SUV,Medsize
JR72064,Arizona,8271,No,Basic,High School or Below,2001-09-11,Employed,M,44656,Suburban,Married,70,2,80,0,2,Personal Auto,Personal L2,Offer2,Branch,336.0,Two-Door Car,Medsize
AN79079,Arizona,12732,Yes,Basic,Doctor,1/14/11,Employed,M,40870,Suburban,Married,105,3,56,0,2,Personal Auto,Personal L2,Offer1,Agent,504.0,SUV,Large
DS45844,California,4167,No,Basic,College,2/13/11,Unemployed,M,0,Rural,Married,117,8,64,0,1,Corporate Auto,Corporate L3,Offer3,Agent,94.94292,Sports Car,Medsize
QJ90136,California,10455,No,Extended,High School or Below,2002-03-11,Employed,F,28363,Suburban,Divorced,133,0,35,0,3,Personal Auto,Personal L3,Offer1,Agent,638.4,Sports Car,Medsize
OS95734,California,7074,No,Extended,Bachelor,2/28/11,Employed,F,94508,Suburban,Married,88,27,54,0,3,Personal Auto,Personal L3,Offer4,Agent,491.384479,Four-Door Car,Medsize
KT21352,Oregon,7046,No,Basic,High School or Below,2001-03-11,Unemployed,M,0,Suburban,Married,64,24,73,0,2,Personal Auto,Personal L2,Offer1,Branch,324.695555,Four-Door Car,Large
CG33085,Oregon,13357,No,Extended,Doctor,2002-02-11,Unemployed,M,0,Suburban,Divorced,124,13,1,0,2,Personal Auto,Personal L3,Offer3,Agent,696.034509,SUV,Medsize
IU94124,Arizona,18709,No,Extended,College,2002-04-11,Unemployed,M,0,Suburban,Single,77,10,36,1,2,Personal Auto,Personal L3,Offer1,Branch,554.4,Four-Door Car,Small
HW93117,California,8169,No,Basic,Bachelor,1/22/11,Unemployed,F,0,Suburban,Single,116,10,99,0,3,Corporate Auto,Corporate L3,Offer1,Branch,835.2,Sports Car,Medsize
ON63161,Oregon,8583,No,Premium,High School or Below,1/21/11,Disabled,F,18017,Suburban,Divorced,114,23,54,0,9,Personal Auto,Personal L3,Offer2,Call Center,547.2,Four-Door Car,Medsize
HT64629,Washington,12234,No,Basic,High School or Below,2/28/11,Unemployed,F,0,Suburban,Single,117,15,68,0,2,Personal Auto,Personal L2,Offer2,Branch,930.594707,SUV,Medsize
XE59612,Nevada,7186,No,Extended,High School or Below,1/17/11,Employed,M,63741,Rural,Single,91,25,15,0,6,Corporate Auto,Corporate L1,Offer3,Call Center,36.980596,Four-Door Car,Medsize
VZ39362,Oregon,9060,No,Basic,High School or Below,1/18/11,Employed,F,57078,Suburban,Married,113,26,13,1,8,Personal Auto,Personal L3,Offer1,Call Center,542.4,Sports Car,Large
SL71970,Oregon,2336,No,Basic,High School or Below,2/28/11,Unemployed,F,0,Suburban,Single,67,21,28,0,1,Special Auto,Special L3,Offer2,Agent,458.661381,Four-Door Car,Medsize
YO29244,Oregon,7995,No,Basic,Bachelor,1/31/11,Employed,F,25239,Rural,Divorced,100,30,59,0,7,Personal Auto,Personal L3,Offer3,Branch,150.96491,SUV,Medsize
TN85931,Oregon,5898,No,Basic,High School or Below,1/17/11,Employed,F,29227,Suburban,Married,74,0,83,0,7,Special Auto,Special L3,Offer1,Branch,421.19002,Two-Door Car,Medsize
PP92749,California,3939,Yes,Extended,Bachelor,1/28/11,Employed,F,60021,Suburban,Married,99,12,28,0,1,Special Auto,Special L2,Offer2,Agent,882.871945,Four-Door Car,Small
MB54287,Oregon,2695,No,Basic,Bachelor,2/25/11,Unemployed,F,0,Suburban,Single,73,23,59,0,1,Personal Auto,Personal L3,Offer1,Branch,780.57363,Four-Door Car,Small
JQ93340,Nevada,5459,No,Basic,High School or Below,2/22/11,Employed,M,83208,Urban,Married,68,10,93,0,4,Special Auto,Special L2,Offer2,Call Center,325.866271,Four-Door Car,Small
LN20978,Oregon,10722,No,Extended,Bachelor,2002-10-11,Employed,F,25983,Suburban,Married,90,32,43,0,2,Corporate Auto,Corporate L2,Offer2,Web,432.0,Four-Door Car,Small
ZD59913,Oregon,2491,Yes,Basic,High School or Below,2002-12-11,Medical Leave,F,25965,Suburban,Divorced,65,23,27,0,1,Corporate Auto,Corporate L3,Offer1,Agent,329.206567,Four-Door Car,Medsize
BG80246,Arizona,5570,No,Basic,College,2001-11-11,Disabled,F,22679,Suburban,Married,72,25,32,0,4,Personal Auto,Personal L3,Offer1,Branch,345.6,Two-Door Car,Small
VP48253,Arizona,5101,No,Basic,High School or Below,2002-12-11,Employed,M,41186,Urban,Single,70,15,29,4,3,Personal Auto,Personal L3,Offer1,Agent,242.320409,Four-Door Car,Medsize
BR39076,California,7634,No,Basic,High School or Below,1/22/11,Unemployed,F,0,Suburban,Divorced,67,7,4,0,2,Personal Auto,Personal L3,Offer2,Agent,445.702958,Four-Door Car,Medsize
ZD29731,California,4657,No,Basic,College,1/31/11,Employed,M,29070,Suburban,Married,61,8,99,2,3,Personal Auto,Personal L2,Offer3,Call Center,292.8,Two-Door Car,Small
QR88427,Nevada,4363,No,Basic,Bachelor,1/31/11,Unemployed,F,0,Suburban,Single,63,13,49,0,7,Personal Auto,Personal L3,Offer1,Agent,302.4,Four-Door Car,Small
WN69789,California,2527,No,Basic,College,2002-04-11,Employed,F,33485,Suburban,Married,63,6,41,0,1,Personal Auto,Personal L3,Offer4,Call Center,343.705799,Four-Door Car,Medsize
LZ39487,Washington,5123,No,Basic,High School or Below,1/17/11,Employed,F,58206,Suburban,Married,64,2,56,0,3,Personal Auto,Personal L2,Offer3,Branch,454.188803,Four-Door Car,Small
GO42840,Oregon,2484,No,Basic,High School or Below,2/26/11,Employed,M,87492,Urban,Married,62,15,69,0,1,Personal Auto,Personal L2,Offer3,Agent,264.461805,Two-Door Car,Medsize
SR96970,Oregon,3489,No,Extended,Bachelor,2/20/11,Unemployed,M,0,Suburban,Married,98,29,37,0,1,Personal Auto,Personal L3,Offer2,Call Center,705.6,Four-Door Car,Small
ED90879,Nevada,7326,No,Premium,Bachelor,1/18/11,Employed,M,20757,Rural,Single,102,6,74,3,9,Corporate Auto,Corporate L3,Offer1,Agent,216.4268,Four-Door Car,Medsize
SS69401,Oregon,4841,No,Basic,College,2002-05-11,Employed,F,23449,Suburban,Married,61,33,2,0,8,Corporate Auto,Corporate L3,Offer2,Web,292.8,Four-Door Car,Medsize
VF32335,Arizona,19964,No,Basic,College,2002-05-11,Unemployed,M,0,Suburban,Single,192,35,34,0,2,Personal Auto,Personal L2,Offer1,Web,921.6,Luxury SUV,Small
WX14028,Nevada,32450,No,Basic,College,2002-10-11,Employed,F,60455,Suburban,Single,104,20,25,0,2,Personal Auto,Personal L1,Offer4,Agent,499.2,SUV,Medsize
FP99321,Washington,2628,No,Extended,High School or Below,2002-09-11,Unemployed,M,0,Suburban,Single,89,12,73,4,1,Personal Auto,Personal L3,Offer1,Branch,640.8,Four-Door Car,Small
QF21628,California,3096,No,Extended,High School or Below,1/15/11,Employed,M,53588,Suburban,Married,77,10,71,0,1,Personal Auto,Personal L3,Offer2,Branch,369.6,Four-Door Car,Medsize
OR40901,California,12732,Yes,Basic,Doctor,1/14/11,Employed,M,40870,Suburban,Married,105,3,56,0,2,Corporate Auto,Corporate L3,Offer1,Agent,504.0,SUV,Large
NF82527,Arizona,2632,No,Basic,Bachelor,2001-08-11,Unemployed,M,0,Suburban,Married,71,11,68,0,1,Personal Auto,Personal L3,Offer2,Call Center,340.8,Two-Door Car,Large
GD84658,Nevada,35984,No,Extended,High School or Below,2002-01-11,Unemployed,F,0,Suburban,Single,129,2,69,0,2,Corporate Auto,Corporate L2,Offer1,Agent,1267.549091,Sports Car,Medsize
PA14842,Washington,2907,No,Basic,High School or Below,1/17/11,Employed,F,45128,Rural,Married,72,13,34,0,1,Special Auto,Special L2,Offer4,Branch,66.667784,Four-Door Car,Medsize
SA45648,California,10628,No,Extended,Bachelor,2/18/11,Employed,M,90874,Urban,Married,137,18,28,4,3,Personal Auto,Personal L3,Offer1,Call Center,459.785009,SUV,Medsize
IQ37561,Arizona,7591,No,Extended,High School or Below,2001-09-11,Employed,F,52823,Rural,Married,95,7,15,0,5,Personal Auto,Personal L3,Offer2,Branch,125.768818,Two-Door Car,Medsize
TP34946,California,5108,No,Basic,College,2001-09-11,Disabled,M,26784,Suburban,Married,67,14,82,0,8,Corporate Auto,Corporate L3,Offer3,Branch,482.4,Four-Door Car,Small
TL20040,Oregon,13990,No,Basic,College,2/13/11,Employed,M,22354,Suburban,Married,118,27,9,0,2,Personal Auto,Personal L1,Offer1,Call Center,775.526054,SUV,Small
JM96431,Oregon,3116,No,Extended,College,2001-05-11,Employed,M,54420,Suburban,Single,80,27,0,0,1,Personal Auto,Personal L1,Offer2,Call Center,576.0,Four-Door Car,Medsize
LN10007,Oregon,13369,No,Basic,College,2002-09-11,Employed,F,50800,Suburban,Married,112,1,45,0,2,Corporate Auto,Corporate L2,Offer1,Call Center,621.218119,Sports Car,Medsize
WY17451,Oregon,8621,No,Extended,College,2/24/11,Unemployed,F,0,Suburban,Single,87,12,12,1,2,Personal Auto,Personal L3,Offer1,Call Center,417.6,Four-Door Car,Medsize
XS30210,Arizona,10359,No,Basic,College,2002-12-11,Employed,M,84583,Urban,Married,65,6,50,0,2,Corporate Auto,Corporate L1,Offer2,Branch,238.868659,Four-Door Car,Small
UD27331,Nevada,3242,No,Extended,Bachelor,2001-01-11,Employed,M,33701,Suburban,Single,88,14,22,3,1,Personal Auto,Personal L3,Offer1,Agent,460.815578,Four-Door Car,Medsize
HC52114,California,4345,No,Basic,Bachelor,1/22/11,Unemployed,F,0,Suburban,Single,63,21,27,0,4,Corporate Auto,Corporate L1,Offer3,Branch,462.63613,Four-Door Car,Small
WG50184,Arizona,5332,Yes,Basic,Doctor,2/22/11,Employed,F,68931,Urban,Married,66,32,30,0,7,Corporate Auto,Corporate L3,Offer2,Branch,309.577946,Four-Door Car,Medsize
BQ99053,Oregon,7692,No,Premium,College,2/19/11,Unemployed,M,0,Suburban,Married,105,1,37,0,4,Personal Auto,Personal L1,Offer4,Web,504.0,Four-Door Car,Medsize
IY77611,Arizona,26224,No,Basic,High School or Below,2001-07-11,Unemployed,M,0,Suburban,Single,115,22,15,1,2,Corporate Auto,Corporate L3,Offer1,Call Center,828.0,SUV,Medsize
ER24015,Arizona,6931,No,Premium,College,2002-11-11,Employed,M,29318,Suburban,Single,198,29,96,5,1,Personal Auto,Personal L3,Offer2,Agent,1386.824722,SUV,Medsize
SG71810,Oregon,11610,No,Basic,College,2001-01-11,Employed,F,41503,Rural,Married,73,28,69,0,2,Personal Auto,Personal L3,Offer1,Agent,15.001594,Two-Door Car,Small
OQ10108,Oregon,8937,No,Extended,High School or Below,2001-04-11,Unemployed,M,0,Suburban,Married,126,16,69,0,8,Personal Auto,Personal L2,Offer1,Branch,604.8,SUV,Small
ON45263,California,2463,No,Basic,Bachelor,2/25/11,Unemployed,F,0,Suburban,Divorced,69,9,68,0,1,Personal Auto,Personal L1,Offer1,Call Center,427.25055,Two-Door Car,Small
RD15786,Oregon,2301,Yes,Basic,Bachelor,1/15/11,Retired,M,25905,Suburban,Divorced,63,21,12,0,1,Personal Auto,Personal L3,Offer1,Agent,302.4,Four-Door Car,Large
TU64352,Oregon,4078,No,Basic,College,2001-07-11,Unemployed,F,0,Suburban,Single,116,18,86,0,1,Personal Auto,Personal L1,Offer1,Agent,835.2,Sports Car,Medsize
CR12479,Nevada,2869,No,Basic,College,1/30/11,Employed,F,40046,Rural,Divorced,73,10,51,0,1,Personal Auto,Personal L2,Offer1,Agent,118.509791,Four-Door Car,Small
AW36627,California,4428,Yes,Basic,High School or Below,1/29/11,Employed,F,58577,Urban,Married,110,6,62,0,1,Personal Auto,Personal L3,Offer1,Agent,303.872752,SUV,Medsize
UD31660,California,4062,No,Premium,Bachelor,1/13/11,Employed,M,70129,Rural,Married,103,24,57,1,1,Personal Auto,Personal L2,Offer1,Branch,130.495798,Four-Door Car,Medsize
QL18084,Nevada,18504,No,Extended,Master,2002-02-11,Employed,M,91268,Urban,Married,229,32,62,0,5,Corporate Auto,Corporate L2,Offer2,Agent,737.737825,Luxury Car,Small
DJ11965,California,4905,Yes,Extended,College,2/14/11,Retired,F,12902,Suburban,Divorced,139,3,51,0,1,Personal Auto,Personal L3,Offer1,Agent,667.2,Sports Car,Medsize
LT16517,Oregon,10828,No,Extended,High School or Below,2/28/11,Employed,F,62053,Urban,Married,134,3,89,0,5,Personal Auto,Personal L3,Offer1,Web,614.03209,SUV,Medsize
JG77605,Nevada,5745,No,Basic,Bachelor,2002-01-11,Employed,F,30389,Urban,Married,73,34,66,0,4,Personal Auto,Personal L1,Offer2,Web,278.932051,Four-Door Car,Medsize
PD94851,Nevada,2423,No,Basic,Bachelor,1/29/11,Medical Leave,M,15585,Rural,Married,65,22,24,0,1,Personal Auto,Personal L3,Offer1,Agent,67.618365,Two-Door Car,Medsize
NK27819,Arizona,5927,Yes,Extended,College,1/25/11,Retired,M,23091,Suburban,Married,96,28,90,5,5,Personal Auto,Personal L3,Offer1,Agent,460.8,Four-Door Car,Medsize
PL28709,California,4605,Yes,Basic,College,1/28/11,Medical Leave,F,22571,Suburban,Single,63,29,51,0,9,Personal Auto,Personal L3,Offer2,Web,302.4,Four-Door Car,Large
DY35560,Oregon,2133,No,Basic,High School or Below,1/17/11,Unemployed,M,0,Suburban,Single,61,0,62,0,1,Personal Auto,Personal L3,Offer1,Agent,691.677138,Four-Door Car,Small
LX23185,Oregon,2644,No,Extended,College,2002-04-11,Unemployed,F,0,Suburban,Single,82,14,56,3,1,Personal Auto,Personal L3,Offer1,Branch,393.6,Two-Door Car,Medsize
NA39347,California,5824,No,Basic,College,2/20/11,Employed,M,73976,Urban,Divorced,73,27,84,0,3,Personal Auto,Personal L2,Offer2,Web,338.529369,Four-Door Car,Medsize
SI32097,Oregon,6890,No,Extended,Bachelor,2/17/11,Employed,F,30814,Suburban,Married,87,8,96,0,3,Personal Auto,Personal L1,Offer2,Branch,417.6,Four-Door Car,Medsize
JD50909,Arizona,3008,No,Basic,Bachelor,1/17/11,Employed,F,80681,Suburban,Married,74,31,12,0,1,Corporate Auto,Corporate L3,Offer2,Agent,355.2,Four-Door Car,Medsize
FB55024,Oregon,3286,No,Extended,High School or Below,2002-07-11,Employed,F,60934,Suburban,Married,82,15,64,0,1,Personal Auto,Personal L3,Offer2,Call Center,393.6,Two-Door Car,Large
NQ51389,Oregon,13553,No,Basic,High School or Below,2002-05-11,Unemployed,M,0,Suburban,Single,62,19,3,2,2,Corporate Auto,Corporate L1,Offer4,Agent,446.4,Two-Door Car,Medsize
EA23961,California,5166,No,Basic,College,2002-01-11,Employed,F,80797,Urban,Married,64,21,47,0,9,Personal Auto,Personal L1,Offer2,Web,300.940297,Four-Door Car,Small
RQ78687,Oregon,2946,No,Basic,College,2/28/11,Employed,M,89410,Rural,Divorced,74,11,50,0,1,Personal Auto,Personal L2,Offer2,Agent,95.997363,Four-Door Car,Medsize
ZE42703,Nevada,4863,No,Extended,Bachelor,2002-04-11,Employed,M,52728,Suburban,Divorced,127,34,34,1,1,Corporate Auto,Corporate L3,Offer1,Branch,609.6,SUV,Medsize
LZ34164,Nevada,4893,No,Basic,Bachelor,1/15/11,Employed,F,43199,Suburban,Married,61,23,31,0,3,Personal Auto,Personal L3,Offer4,Call Center,334.007478,Four-Door Car,Medsize
CO44659,Arizona,3338,No,Extended,Bachelor,1/13/11,Employed,F,43510,Urban,Married,83,8,75,0,1,Personal Auto,Personal L3,Offer3,Agent,238.088581,Four-Door Car,Medsize
YQ53901,Washington,5246,Yes,Basic,Bachelor,1/21/11,Employed,F,28909,Suburban,Married,66,15,66,0,8,Personal Auto,Personal L3,Offer1,Agent,456.702735,Two-Door Car,Medsize
LX46285,Oregon,9031,Yes,Extended,Master,2/23/11,Unemployed,F,0,Suburban,Single,122,15,47,0,9,Personal Auto,Personal L2,Offer1,Branch,650.52179,Sports Car,Medsize
GH90738,Oregon,3580,No,Extended,Bachelor,1/29/11,Employed,F,71176,Urban,Married,91,3,62,2,1,Personal Auto,Personal L2,Offer2,Web,278.072755,Two-Door Car,Medsize
FK10455,California,9803,No,Extended,Bachelor,2001-07-11,Employed,M,84429,Rural,Married,123,11,2,0,6,Personal Auto,Personal L2,Offer2,Call Center,115.07234,SUV,Medsize
GJ77362,California,4826,No,Basic,Bachelor,2/23/11,Employed,M,61613,Rural,Married,61,6,20,1,9,Special Auto,Special L3,Offer1,Call Center,40.562432,Four-Door Car,Medsize
WJ26538,California,3203,No,Extended,Master,2/23/11,Employed,M,68370,Urban,Married,80,0,45,0,1,Personal Auto,Personal L2,Offer3,Agent,244.158446,Four-Door Car,Medsize
IN67175,California,5659,No,Basic,College,2002-09-11,Employed,F,52389,Suburban,Married,72,29,8,1,9,Personal Auto,Personal L3,Offer1,Agent,345.6,Four-Door Car,Medsize
LA52988,Oregon,4145,No,Basic,High School or Below,1/18/11,Employed,F,64478,Rural,Married,103,30,92,0,1,Personal Auto,Personal L3,Offer2,Branch,8.281829,SUV,Medsize
ZH89968,Washington,13771,Yes,Premium,High School or Below,2002-01-11,Employed,F,59207,Suburban,Single,116,23,21,0,2,Personal Auto,Personal L2,Offer1,Agent,556.8,Four-Door Car,Medsize
YA17061,Nevada,3716,No,Extended,High School or Below,2002-08-11,Medical Leave,F,17162,Suburban,Married,96,15,29,0,1,Corporate Auto,Corporate L2,Offer2,Web,460.8,Four-Door Car,Small
NT76210,Nevada,3123,Yes,Basic,Bachelor,2/19/11,Unemployed,M,0,Suburban,Married,101,1,83,4,1,Personal Auto,Personal L3,Offer1,Agent,960.115399,SUV,Large
XL58577,California,12169,Yes,Basic,Bachelor,2002-05-11,Retired,M,14973,Suburban,Divorced,115,2,75,0,2,Personal Auto,Personal L2,Offer1,Branch,828.0,SUV,Medsize
WJ57919,California,2675,Yes,Basic,College,2/15/11,Employed,M,56342,Suburban,Single,69,12,89,0,1,Special Auto,Special L3,Offer2,Call Center,331.2,Four-Door Car,Small
FG77231,Oregon,12742,Yes,Basic,Bachelor,2001-07-11,Employed,F,73054,Urban,Married,106,34,36,1,2,Personal Auto,Personal L3,Offer1,Branch,419.365958,SUV,Medsize
UH32376,Nevada,4038,No,Premium,Bachelor,2001-02-11,Medical Leave,M,21586,Suburban,Married,106,6,5,0,1,Personal Auto,Personal L3,Offer1,Branch,1056.291709,Two-Door Car,Small
RA43827,Oregon,8628,No,Basic,High School or Below,1/13/11,Unemployed,F,0,Suburban,Single,117,11,63,0,5,Special Auto,Special L2,Offer2,Branch,842.4,SUV,Medsize
WA67245,Oregon,22094,No,Premium,High School or Below,2001-12-11,Employed,F,24193,Urban,Married,185,26,79,0,2,Personal Auto,Personal L3,Offer1,Branch,785.367947,Sports Car,Medsize
GT65478,Oregon,8217,No,Basic,College,1/19/11,Employed,F,84815,Urban,Married,68,9,37,0,2,Personal Auto,Personal L1,Offer1,Agent,279.996658,Four-Door Car,Medsize
SZ35936,Oregon,26197,Yes,Basic,High School or Below,1/15/11,Disabled,F,18495,Suburban,Married,113,10,15,0,2,Corporate Auto,Corporate L3,Offer1,Branch,542.4,SUV,Large
AT41276,California,8111,No,Basic,Bachelor,2002-11-11,Employed,M,36554,Suburban,Married,70,6,62,1,2,Personal Auto,Personal L2,Offer4,Call Center,433.38842,Two-Door Car,Small
JD94356,Oregon,4766,No,Basic,Bachelor,2/21/11,Unemployed,F,0,Suburban,Single,68,3,36,0,9,Personal Auto,Personal L2,Offer1,Agent,656.959783,Four-Door Car,Medsize
PU88199,Oregon,8819,Yes,Basic,High School or Below,2001-10-11,Employed,M,99845,Suburban,Married,110,23,25,1,8,Corporate Auto,Corporate L2,Offer2,Branch,528.0,SUV,Medsize
OR33365,California,5171,No,Basic,College,1/16/11,Unemployed,F,0,Suburban,Married,69,13,90,0,3,Corporate Auto,Corporate L2,Offer1,Agent,344.469652,Two-Door Car,Medsize
KQ36942,California,3897,No,Basic,Bachelor,1/21/11,Medical Leave,M,10853,Urban,Married,104,11,18,0,1,Corporate Auto,Corporate L3,Offer2,Web,350.306385,SUV,Small
LN62857,California,6005,No,Extended,Master,2002-08-11,Medical Leave,F,23749,Rural,Married,77,20,6,0,4,Personal Auto,Personal L2,Offer1,Agent,151.550875,Four-Door Car,Medsize
GY99465,Oregon,6869,No,Basic,College,2/19/11,Unemployed,F,0,Suburban,Single,69,18,71,2,2,Corporate Auto,Corporate L2,Offer2,Branch,331.2,Four-Door Car,Medsize
JV58396,California,3055,No,Extended,Bachelor,2/25/11,Unemployed,M,0,Suburban,Single,88,29,19,0,1,Personal Auto,Personal L1,Offer2,Agent,422.4,Four-Door Car,Small
WC83553,Oregon,4874,No,Basic,College,2002-09-11,Employed,M,92783,Rural,Married,61,1,47,0,6,Personal Auto,Personal L1,Offer2,Agent,6.671268,Two-Door Car,Medsize
CB95310,Arizona,2747,No,Basic,Doctor,2001-12-11,Employed,F,83502,Suburban,Married,68,25,36,0,1,Personal Auto,Personal L3,Offer2,Branch,368.963633,Four-Door Car,Medsize
YY71144,Oregon,8717,Yes,Basic,College,2/14/11,Employed,M,83846,Suburban,Married,74,22,94,3,2,Personal Auto,Personal L1,Offer2,Agent,355.2,Four-Door Car,Large
TP96247,Oregon,4100,No,Basic,High School or Below,2002-09-11,Medical Leave,F,18606,Suburban,Married,110,12,45,1,1,Personal Auto,Personal L3,Offer3,Agent,568.844905,SUV,Medsize
HC16500,Arizona,8190,No,Basic,Doctor,2/25/11,Employed,M,72191,Urban,Married,68,19,48,0,2,Personal Auto,Personal L3,Offer3,Call Center,209.387509,Four-Door Car,Medsize
AM29546,Oregon,5225,No,Basic,College,2002-09-11,Employed,M,57733,Suburban,Married,66,24,66,0,5,Personal Auto,Personal L2,Offer4,Call Center,393.528054,Two-Door Car,Medsize
ZM31116,Arizona,7949,No,Extended,Doctor,2001-06-11,Employed,M,63688,Suburban,Married,99,28,93,0,6,Personal Auto,Personal L2,Offer2,Branch,475.2,Four-Door Car,Medsize
VG40704,California,3135,No,Extended,College,2001-03-11,Employed,F,55855,Urban,Married,79,10,71,0,1,Personal Auto,Personal L2,Offer4,Branch,272.9955,Four-Door Car,Medsize
PJ73790,Oregon,3939,Yes,Extended,Bachelor,1/28/11,Employed,F,60021,Suburban,Married,99,12,28,0,1,Special Auto,Special L1,Offer2,Agent,882.871945,Four-Door Car,Small
KE36052,Arizona,5326,Yes,Basic,High School or Below,2/21/11,Unemployed,M,0,Suburban,Married,73,17,44,0,7,Corporate Auto,Corporate L1,Offer2,Call Center,496.474767,Two-Door Car,Medsize
HW97280,California,19483,No,Extended,High School or Below,2002-02-11,Employed,M,74300,Urban,Married,122,23,38,0,2,Personal Auto,Personal L3,Offer2,Web,354.55391,SUV,Medsize
WX10701,Washington,3459,No,Extended,Bachelor,2001-07-11,Unemployed,M,0,Suburban,Married,96,6,8,0,1,Corporate Auto,Corporate L3,Offer3,Web,460.8,Four-Door Car,Medsize
CC16034,Oregon,17104,No,Basic,High School or Below,1/28/11,Employed,F,51747,Suburban,Married,71,8,71,0,2,Personal Auto,Personal L3,Offer2,Web,340.8,Four-Door Car,Medsize
YA83600,Arizona,2753,No,Basic,High School or Below,2001-07-11,Employed,F,28887,Suburban,Single,73,16,15,2,1,Personal Auto,Personal L2,Offer1,Branch,425.81795,Four-Door Car,Medsize
